checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status,other_debtors,residence_since,property,age_years,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,default
less_0,58,existing_paid,others,11110,less_100,unemployed,4,male_single,none,1,savings_insurance,30,none,rent,4,skilled,1,yes,yes,1
no_checking,5,existing_paid,education,13698,no_known_savings,over_7yr,4,male_single,none,2,no_property,28,none,own,4,unskilled_resident,1,none,yes,1
no_checking,65,critical,car,6547,less_100,unemployed,3,female_div,none,2,car,64,none,own,1,unskilled_resident,1,none,yes,0
0_to_200,24,all_paid,radio_tv,16905,no_known_savings,over_7yr,1,male_single,none,2,real_estate,60,none,free,4,skilled,2,none,yes,1
no_checking,24,all_paid,furniture,8584,less_100,1_to_4yr,3,male_single,guarantor,2,no_property,60,bank,rent,3,unskilled_resident,1,none,yes,0
no_checking,13,existing_paid,others,6258,less_100,over_7yr,2,female_div,none,1,real_estate,70,none,own,4,unskilled_resident,1,none,yes,1
less_0,61,no_credits,car,8237,less_100,1_to_4yr,1,male_single,none,4,no_property,49,bank,own,2,skilled,1,none,yes,0
less_0,42,existing_paid,others,3582,no_known_savings,over_7yr,4,female_div,none,3,no_property,29,bank,own,3,highly_qualified,1,none,yes,1
0_to_200,8,no_credits,others,1037,less_100,over_7yr,3,male_single,none,4,no_property,72,bank,own,1,unskilled_nonresident,1,none,yes,1
no_checking,68,critical,business,6472,100_to_500,unemployed,3,male_single,none,1,real_estate,34,none,own,1,skilled,1,none,yes,0
no_checking,16,delayed,business,10123,no_known_savings,less_1yr,1,female_div,none,2,car,27,none,own,4,skilled,2,yes,yes,1
0_to_200,56,critical,car,17256,no_known_savings,less_1yr,1,male_single,none,3,savings_insurance,65,none,own,1,skilled,2,none,yes,1
less_0,48,critical,business,3926,no_known_savings,4_to_7yr,4,male_single,none,3,savings_insurance,32,none,rent,2,unskilled_resident,2,yes,yes,1
no_checking,35,critical,radio_tv,2822,100_to_500,over_7yr,4,female_div,none,4,real_estate,37,none,own,3,highly_qualified,1,yes,yes,0
less_0,39,existing_paid,retraining,7165,less_100,1_to_4yr,2,male_single,none,1,car,49,none,free,2,skilled,2,yes,yes,1
no_checking,63,existing_paid,car,5283,less_100,1_to_4yr,4,male_married,none,1,savings_insurance,27,none,rent,2,skilled,1,yes,yes,1
no_checking,14,existing_paid,car,8038,no_known_savings,less_1yr,3,male_married,none,1,real_estate,54,none,rent,2,unskilled_nonresident,1,none,yes,1
less_0,66,critical,repairs,15939,less_100,over_7yr,2,male_single,none,3,car,71,none,own,2,skilled,1,none,yes,0
less_0,24,existing_paid,repairs,11702,100_to_500,over_7yr,2,male_single,guarantor,4,car,57,none,rent,3,skilled,1,yes,yes,1
0_to_200,55,existing_paid,business,4962,100_to_500,less_1yr,2,female_div,none,3,no_property,72,none,own,3,unskilled_resident,1,none,yes,1
no_checking,58,existing_paid,retraining,316,less_100,1_to_4yr,1,male_single,none,3,no_property,44,stores,own,2,skilled,2,none,yes,1
less_0,29,existing_paid,business,16105,no_known_savings,less_1yr,4,male_single,none,2,savings_insurance,26,none,own,2,unskilled_resident,2,none,yes,0
less_0,71,critical,education,12728,no_known_savings,1_to_4yr,2,female_div,none,4,no_property,42,none,own,1,highly_qualified,2,yes,yes,0
no_checking,37,delayed,education,7783,no_known_savings,1_to_4yr,1,male_single,none,2,no_property,26,none,own,1,unskilled_resident,1,none,yes,0
0_to_200,55,all_paid,furniture,15353,less_100,less_1yr,1,male_div,guarantor,1,savings_insurance,37,none,own,3,highly_qualified,2,none,yes,0
no_checking,55,delayed,education,4866,no_known_savings,1_to_4yr,2,male_single,none,3,real_estate,65,none,free,1,skilled,1,yes,yes,1
over_200,32,existing_paid,repairs,13527,less_100,1_to_4yr,2,male_single,none,4,savings_insurance,66,none,rent,3,skilled,2,yes,yes,1
no_checking,41,existing_paid,radio_tv,17774,less_100,1_to_4yr,3,male_single,none,1,savings_insurance,48,none,own,3,skilled,2,none,yes,1
less_0,45,existing_paid,education,5980,over_1000,1_to_4yr,2,male_married,none,4,car,40,stores,free,4,unskilled_resident,2,yes,no,1
no_checking,24,critical,business,10974,less_100,unemployed,3,female_div,none,3,car,73,none,own,3,skilled,2,none,yes,0
over_200,45,critical,others,12022,100_to_500,4_to_7yr,2,female_div,none,4,no_property,27,none,own,1,skilled,2,yes,yes,1
less_0,16,critical,car,16518,less_100,4_to_7yr,2,male_single,guarantor,1,savings_insurance,62,stores,rent,4,unskilled_resident,2,none,yes,1
less_0,67,existing_paid,radio_tv,13190,no_known_savings,1_to_4yr,4,male_single,none,2,real_estate,66,none,own,1,skilled,1,none,yes,1
no_checking,20,existing_paid,radio_tv,17182,less_100,unemployed,2,male_single,none,3,no_property,22,none,own,3,unskilled_resident,1,yes,yes,1
0_to_200,12,critical,business,14893,less_100,4_to_7yr,2,male_single,none,2,savings_insurance,55,stores,free,3,skilled,1,none,yes,1
no_checking,44,all_paid,car,448,less_100,over_7yr,3,female_div,none,3,no_property,26,none,own,2,skilled,1,none,yes,0
0_to_200,4,existing_paid,repairs,17205,less_100,less_1yr,3,female_div,co-applicant,1,real_estate,19,none,own,3,unskilled_resident,1,yes,yes,1
no_checking,5,critical,radio_tv,17424,over_1000,1_to_4yr,4,male_single,none,3,no_property,46,none,own,4,skilled,2,none,yes,1
no_checking,63,existing_paid,furniture,10080,less_100,less_1yr,2,male_married,none,2,real_estate,24,stores,rent,3,skilled,1,yes,yes,1
no_checking,51,existing_paid,business,14048,less_100,1_to_4yr,2,male_single,none,3,real_estate,65,none,own,2,skilled,1,none,yes,0
less_0,32,critical,radio_tv,17808,500_to_1000,less_1yr,3,male_married,none,1,real_estate,54,none,own,3,skilled,1,none,yes,1
less_0,13,critical,retraining,11719,no_known_savings,1_to_4yr,1,male_single,none,3,car,71,stores,own,3,skilled,1,yes,yes,0
no_checking,61,existing_paid,car,428,less_100,4_to_7yr,1,male_single,none,2,no_property,29,bank,own,3,highly_qualified,1,none,yes,1
0_to_200,63,existing_paid,education,17368,less_100,1_to_4yr,1,male_single,none,1,savings_insurance,23,none,own,2,skilled,1,none,yes,0
less_0,24,existing_paid,radio_tv,1048,100_to_500,1_to_4yr,3,male_single,none,2,no_property,68,none,own,1,skilled,1,none,yes,1
less_0,31,existing_paid,business,7851,over_1000,1_to_4yr,3,female_div,none,3,car,42,bank,own,3,skilled,1,yes,yes,1
less_0,37,critical,education,3045,over_1000,1_to_4yr,1,male_single,none,4,car,65,none,own,4,unskilled_nonresident,1,none,yes,1
less_0,11,critical,furniture,12746,no_known_savings,unemployed,1,male_single,none,2,no_property,36,none,own,2,skilled,2,none,yes,0
less_0,62,existing_paid,education,4838,100_to_500,less_1yr,2,female_div,none,3,savings_insurance,38,none,free,4,skilled,1,none,yes,1
no_checking,52,critical,retraining,7547,less_100,over_7yr,3,female_div,none,4,savings_insurance,46,stores,own,3,highly_qualified,1,none,yes,0
no_checking,20,critical,repairs,3334,less_100,less_1yr,3,female_div,none,4,no_property,31,none,own,2,highly_qualified,2,none,yes,0
0_to_200,63,existing_paid,radio_tv,11360,no_known_savings,4_to_7yr,1,male_single,none,1,no_property,23,stores,own,3,skilled,2,yes,yes,1
over_200,48,no_credits,domestic,981,less_100,over_7yr,1,female_div,none,4,no_property,48,none,rent,4,skilled,1,yes,yes,1
no_checking,72,existing_paid,domestic,1379,over_1000,less_1yr,4,female_div,none,2,no_property,19,none,own,2,skilled,1,none,yes,1
no_checking,35,existing_paid,education,1855,500_to_1000,1_to_4yr,3,male_single,none,2,real_estate,40,none,own,1,skilled,1,none,yes,1
less_0,47,critical,car,12220,less_100,1_to_4yr,4,male_single,none,4,no_property,36,none,free,1,skilled,2,yes,yes,0
less_0,68,no_credits,domestic,11187,no_known_savings,over_7yr,2,male_single,none,3,savings_insurance,64,none,own,1,highly_qualified,1,none,yes,0
no_checking,11,critical,domestic,11612,less_100,over_7yr,4,male_single,none,2,no_property,23,none,own,3,unskilled_resident,2,none,yes,1
no_checking,46,all_paid,car,3183,100_to_500,4_to_7yr,1,male_single,none,2,savings_insurance,49,bank,own,2,skilled,2,yes,yes,0
0_to_200,4,no_credits,others,15437,less_100,less_1yr,3,male_single,none,1,car,24,none,rent,4,highly_qualified,2,yes,yes,1
less_0,54,existing_paid,domestic,5324,less_100,4_to_7yr,3,female_div,none,3,car,45,stores,rent,4,skilled,2,none,yes,1
no_checking,27,no_credits,retraining,14287,no_known_savings,1_to_4yr,4,female_div,none,4,savings_insurance,74,none,own,3,unskilled_resident,2,none,yes,1
no_checking,27,existing_paid,radio_tv,7349,less_100,1_to_4yr,4,male_married,none,3,real_estate,43,none,own,3,unskilled_resident,1,none,yes,1
no_checking,20,critical,radio_tv,18124,less_100,unemployed,2,female_div,guarantor,1,no_property,47,none,own,4,skilled,1,none,yes,0
0_to_200,8,existing_paid,business,1143,500_to_1000,less_1yr,2,male_single,none,1,no_property,46,none,own,2,skilled,2,yes,yes,1
no_checking,23,existing_paid,business,1640,less_100,4_to_7yr,1,male_div,none,3,real_estate,34,none,own,3,skilled,2,none,yes,1
no_checking,24,critical,car,4489,less_100,1_to_4yr,1,male_div,none,1,no_property,72,none,own,2,skilled,2,yes,yes,1
0_to_200,61,existing_paid,furniture,3682,less_100,1_to_4yr,1,male_single,none,1,car,71,none,own,4,highly_qualified,2,none,yes,1
no_checking,34,no_credits,business,2621,no_known_savings,1_to_4yr,4,female_div,none,1,savings_insurance,30,none,own,2,skilled,1,none,no,0
less_0,14,critical,car,1765,over_1000,over_7yr,4,male_married,none,3,real_estate,38,none,own,1,skilled,2,none,yes,1
no_checking,55,existing_paid,business,16156,less_100,4_to_7yr,3,male_single,none,1,no_property,36,none,own,4,skilled,2,yes,yes,1
no_checking,18,existing_paid,business,6576,less_100,less_1yr,1,male_div,none,4,car,52,none,own,1,unskilled_resident,1,yes,yes,1
no_checking,10,all_paid,furniture,14855,less_100,less_1yr,4,male_single,none,4,car,73,bank,free,4,unskilled_resident,1,none,yes,1
0_to_200,31,no_credits,domestic,5836,less_100,less_1yr,3,male_single,none,2,car,71,none,rent,1,highly_qualified,1,none,yes,0
0_to_200,54,existing_paid,education,3167,less_100,over_7yr,1,male_single,co-applicant,4,real_estate,41,none,own,2,highly_qualified,1,yes,yes,1
0_to_200,61,no_credits,others,16151,less_100,1_to_4yr,2,female_div,none,2,savings_insurance,63,bank,own,4,unskilled_resident,2,none,yes,0
less_0,8,existing_paid,business,17801,less_100,1_to_4yr,2,female_div,none,3,real_estate,45,bank,own,4,highly_qualified,2,none,yes,1
0_to_200,8,critical,business,4043,less_100,1_to_4yr,4,male_married,none,1,real_estate,67,none,own,1,unskilled_resident,2,none,no,1
no_checking,11,existing_paid,retraining,10197,no_known_savings,1_to_4yr,3,male_single,none,4,car,35,none,own,2,skilled,2,none,yes,1
no_checking,67,existing_paid,others,16109,less_100,over_7yr,2,male_single,none,2,no_property,66,none,own,4,unskilled_resident,2,yes,yes,1
0_to_200,13,critical,furniture,1827,no_known_savings,1_to_4yr,3,female_div,none,3,savings_insurance,39,stores,own,3,highly_qualified,2,none,yes,0
no_checking,41,existing_paid,radio_tv,9738,less_100,less_1yr,3,female_div,none,2,real_estate,68,none,own,1,unskilled_resident,2,yes,yes,1
no_checking,11,existing_paid,business,9414,100_to_500,less_1yr,2,male_single,none,1,car,58,none,own,4,skilled,2,yes,yes,1
no_checking,28,critical,education,1280,500_to_1000,1_to_4yr,3,male_single,none,4,no_property,49,none,own,2,skilled,2,yes,yes,1
no_checking,69,existing_paid,others,16131,less_100,over_7yr,2,female_div,none,3,no_property,21,none,free,2,unskilled_resident,1,none,yes,1
no_checking,53,existing_paid,domestic,11035,less_100,1_to_4yr,4,female_div,none,2,no_property,35,none,own,2,skilled,2,none,yes,1
less_0,70,existing_paid,business,6941,no_known_savings,over_7yr,1,male_single,co-applicant,3,car,68,none,own,2,unskilled_resident,1,none,yes,1
less_0,52,critical,radio_tv,17547,less_100,4_to_7yr,1,male_single,none,2,no_property,44,none,own,1,skilled,1,none,yes,0
0_to_200,39,critical,radio_tv,6608,100_to_500,less_1yr,4,male_married,none,2,real_estate,41,none,own,4,skilled,1,yes,yes,0
0_to_200,71,delayed,business,1712,less_100,unemployed,2,female_div,none,1,savings_insurance,24,none,free,1,skilled,1,yes,yes,0
no_checking,44,all_paid,repairs,15761,less_100,less_1yr,2,male_single,none,1,savings_insurance,46,none,own,1,highly_qualified,2,yes,yes,0
no_checking,65,critical,radio_tv,10820,100_to_500,4_to_7yr,2,male_single,none,2,car,26,none,rent,2,skilled,1,none,yes,1
no_checking,13,existing_paid,car,16147,100_to_500,less_1yr,2,female_div,none,4,no_property,73,none,own,3,unskilled_resident,1,none,yes,1
less_0,24,critical,radio_tv,11896,less_100,1_to_4yr,4,male_single,guarantor,3,no_property,63,none,own,2,skilled,2,none,yes,0
no_checking,39,delayed,others,15724,less_100,1_to_4yr,1,male_single,co-applicant,3,real_estate,26,bank,free,3,skilled,1,yes,yes,0
less_0,15,existing_paid,repairs,7287,less_100,4_to_7yr,3,male_single,none,1,real_estate,37,none,own,1,highly_qualified,2,none,yes,1
less_0,5,existing_paid,furniture,9749,no_known_savings,less_1yr,3,male_single,none,4,savings_insurance,56,stores,own,2,unskilled_resident,2,none,yes,1
less_0,16,critical,retraining,13636,500_to_1000,1_to_4yr,1,female_div,none,2,savings_insurance,47,none,own,2,skilled,2,none,yes,1
less_0,56,existing_paid,furniture,6471,100_to_500,1_to_4yr,4,male_single,none,1,car,41,bank,own,1,skilled,2,yes,yes,1
no_checking,35,critical,domestic,8019,less_100,1_to_4yr,3,female_div,none,2,no_property,65,none,own,2,skilled,1,yes,yes,0
over_200,19,existing_paid,retraining,17321,no_known_savings,over_7yr,1,male_single,none,2,no_property,50,none,rent,4,skilled,2,yes,yes,1
0_to_200,35,existing_paid,domestic,14606,100_to_500,less_1yr,4,male_single,guarantor,1,car,28,none,own,3,skilled,1,yes,yes,1
no_checking,35,critical,retraining,7639,less_100,over_7yr,3,male_single,none,4,no_property,45,none,free,3,skilled,1,none,yes,0
0_to_200,14,critical,retraining,5172,less_100,4_to_7yr,2,male_married,none,3,car,67,none,rent,3,unskilled_resident,2,none,yes,1
less_0,13,existing_paid,car,13889,less_100,1_to_4yr,2,male_div,none,1,real_estate,19,none,own,2,highly_qualified,1,none,yes,1
0_to_200,18,all_paid,education,10253,no_known_savings,4_to_7yr,4,male_single,guarantor,4,car,57,none,own,4,unskilled_resident,2,none,yes,1
0_to_200,20,no_credits,others,5428,less_100,1_to_4yr,2,female_div,none,2,car,47,none,own,2,skilled,1,yes,yes,1
less_0,43,critical,furniture,15490,less_100,less_1yr,4,female_div,none,1,no_property,63,stores,rent,3,skilled,1,none,yes,0
no_checking,21,existing_paid,radio_tv,4218,less_100,4_to_7yr,1,male_married,none,3,real_estate,21,none,own,2,skilled,1,none,yes,1
no_checking,58,delayed,repairs,2966,less_100,1_to_4yr,1,male_single,none,3,savings_insurance,69,none,own,3,skilled,1,none,yes,0
less_0,28,existing_paid,others,16824,less_100,4_to_7yr,3,female_div,none,2,savings_insurance,65,none,own,1,skilled,2,none,yes,1
less_0,62,existing_paid,domestic,13761,no_known_savings,1_to_4yr,4,male_single,none,1,no_property,55,none,own,3,skilled,2,yes,yes,1
no_checking,25,all_paid,car,17969,less_100,over_7yr,3,male_single,none,3,savings_insurance,49,none,own,1,skilled,1,none,yes,1
no_checking,33,all_paid,domestic,8431,100_to_500,1_to_4yr,3,male_married,none,1,no_property,29,none,own,1,skilled,1,none,yes,0
0_to_200,47,existing_paid,education,13245,no_known_savings,less_1yr,1,male_single,none,3,no_property,40,none,free,1,skilled,1,none,yes,1
over_200,35,delayed,repairs,11548,no_known_savings,1_to_4yr,3,male_single,none,2,real_estate,36,none,rent,3,highly_qualified,1,none,yes,1
less_0,54,existing_paid,car,17012,less_100,4_to_7yr,2,male_single,none,2,car,53,none,own,4,skilled,2,none,yes,1
no_checking,49,critical,domestic,6630,100_to_500,4_to_7yr,3,female_div,none,1,no_property,24,none,own,3,skilled,1,none,yes,0
no_checking,24,existing_paid,education,865,less_100,1_to_4yr,4,female_div,guarantor,4,savings_insurance,21,none,own,2,skilled,1,yes,yes,1
no_checking,35,delayed,domestic,18388,less_100,over_7yr,2,male_single,none,4,no_property,23,none,rent,2,skilled,1,none,yes,1
0_to_200,42,existing_paid,others,713,less_100,less_1yr,1,male_married,none,2,real_estate,27,none,own,4,highly_qualified,2,none,yes,1
no_checking,15,critical,repairs,9408,less_100,1_to_4yr,4,male_single,none,3,real_estate,46,bank,own,4,skilled,1,yes,yes,1
less_0,50,critical,business,3408,no_known_savings,over_7yr,2,male_single,none,4,no_property,37,bank,own,4,unskilled_resident,2,none,yes,0
no_checking,21,all_paid,others,13684,less_100,over_7yr,4,male_married,none,2,no_property,46,none,free,1,highly_qualified,2,none,yes,0
less_0,24,critical,repairs,5188,less_100,4_to_7yr,2,male_single,none,3,no_property,45,none,own,4,skilled,1,yes,yes,0
less_0,16,existing_paid,education,5667,less_100,over_7yr,4,male_single,none,3,car,31,none,own,4,skilled,1,yes,yes,1
0_to_200,24,critical,car,9131,less_100,less_1yr,4,male_single,none,4,no_property,56,stores,own,4,highly_qualified,1,yes,yes,0
no_checking,11,critical,retraining,5853,less_100,over_7yr,2,female_div,none,2,no_property,61,none,rent,3,skilled,2,none,yes,1
no_checking,49,critical,domestic,2462,less_100,1_to_4yr,1,male_single,none,3,no_property,71,bank,own,2,skilled,2,none,yes,0
no_checking,10,critical,furniture,17016,less_100,less_1yr,1,male_married,none,3,car,39,none,rent,2,skilled,1,none,yes,0
0_to_200,26,existing_paid,repairs,11945,no_known_savings,less_1yr,4,female_div,none,1,savings_insurance,45,none,own,4,skilled,2,none,yes,1
0_to_200,25,critical,radio_tv,18046,no_known_savings,1_to_4yr,4,male_single,none,1,no_property,64,none,own,2,skilled,1,yes,yes,0
less_0,25,all_paid,education,10025,less_100,less_1yr,1,female_div,co-applicant,4,savings_insurance,24,none,own,3,unskilled_resident,1,none,yes,0
less_0,32,existing_paid,business,14809,100_to_500,1_to_4yr,1,male_single,none,1,car,56,none,own,2,unskilled_resident,1,none,yes,1
0_to_200,16,existing_paid,retraining,6396,over_1000,less_1yr,3,male_single,none,2,savings_insurance,67,none,own,1,skilled,1,yes,yes,1
no_checking,5,existing_paid,radio_tv,621,less_100,1_to_4yr,1,female_div,none,4,car,29,none,own,3,skilled,1,yes,yes,1
0_to_200,32,existing_paid,business,5815,less_100,1_to_4yr,4,male_married,none,4,savings_insurance,65,stores,own,2,unskilled_resident,1,yes,yes,1
less_0,55,existing_paid,furniture,9052,no_known_savings,1_to_4yr,2,male_single,none,1,real_estate,59,stores,rent,2,highly_qualified,2,yes,yes,1
no_checking,30,critical,others,8557,100_to_500,1_to_4yr,1,male_single,none,3,no_property,71,none,own,3,skilled,2,none,yes,0
less_0,53,delayed,domestic,7687,less_100,4_to_7yr,3,male_single,none,2,savings_insurance,35,bank,own,2,unskilled_resident,2,yes,yes,0
no_checking,26,existing_paid,car,696,less_100,over_7yr,3,male_single,guarantor,2,car,74,bank,own,2,skilled,1,none,yes,1
no_checking,47,all_paid,business,1641,100_to_500,4_to_7yr,3,male_single,none,2,real_estate,57,none,own,4,skilled,1,none,yes,0
0_to_200,25,existing_paid,retraining,11766,less_100,1_to_4yr,2,male_single,none,4,real_estate,25,none,own,1,skilled,1,yes,yes,0
no_checking,46,existing_paid,repairs,17974,100_to_500,4_to_7yr,1,female_div,none,2,real_estate,48,none,own,3,unskilled_resident,2,yes,yes,1
less_0,40,existing_paid,repairs,15704,no_known_savings,less_1yr,1,male_single,none,3,car,39,none,own,4,unskilled_resident,1,yes,yes,1
no_checking,64,existing_paid,retraining,12141,less_100,less_1yr,1,male_single,none,3,real_estate,19,bank,free,2,skilled,2,yes,yes,1
no_checking,59,existing_paid,repairs,15248,100_to_500,1_to_4yr,2,female_div,none,1,no_property,43,none,own,3,skilled,1,yes,yes,1
no_checking,6,critical,business,6219,less_100,over_7yr,2,female_div,none,2,real_estate,50,bank,rent,3,skilled,2,none,yes,0
no_checking,66,existing_paid,education,9515,less_100,less_1yr,4,male_single,none,4,real_estate,26,none,own,1,highly_qualified,1,yes,yes,1
0_to_200,22,critical,repairs,16111,less_100,unemployed,3,male_single,none,1,real_estate,23,bank,own,1,skilled,1,yes,yes,1
no_checking,26,delayed,others,5704,over_1000,less_1yr,3,female_div,none,3,real_estate,48,none,own,3,highly_qualified,2,yes,yes,1
less_0,32,existing_paid,furniture,3400,no_known_savings,over_7yr,1,male_single,none,2,no_property,69,none,own,1,highly_qualified,2,none,yes,1
less_0,33,critical,car,15636,less_100,4_to_7yr,2,male_single,none,3,no_property,26,bank,own,1,highly_qualified,2,none,yes,1
0_to_200,42,critical,business,6664,no_known_savings,less_1yr,2,female_div,none,1,car,67,none,rent,2,highly_qualified,1,yes,yes,0
over_200,28,critical,radio_tv,4907,less_100,1_to_4yr,1,male_single,none,3,real_estate,37,bank,own,1,skilled,2,none,yes,1
0_to_200,11,all_paid,retraining,10736,no_known_savings,1_to_4yr,1,male_single,none,2,savings_insurance,62,none,own,1,skilled,2,none,yes,1
no_checking,61,existing_paid,business,15144,less_100,4_to_7yr,4,male_single,none,2,savings_insurance,73,none,own,4,skilled,1,none,yes,1
no_checking,19,existing_paid,education,5730,less_100,less_1yr,3,male_single,none,1,no_property,48,stores,free,2,skilled,1,none,yes,1
no_checking,4,existing_paid,others,8283,500_to_1000,over_7yr,3,male_single,none,2,real_estate,33,none,own,2,highly_qualified,2,yes,yes,1
less_0,8,existing_paid,retraining,1233,less_100,1_to_4yr,3,male_married,none,3,car,54,bank,own,3,skilled,1,none,yes,1
no_checking,6,delayed,repairs,8793,no_known_savings,4_to_7yr,4,male_single,none,3,savings_insurance,73,none,free,1,unskilled_resident,2,yes,yes,1
less_0,68,existing_paid,business,10166,less_100,unemployed,1,male_single,none,4,savings_insurance,62,none,own,4,unskilled_resident,2,none,yes,1
less_0,7,existing_paid,furniture,10393,less_100,1_to_4yr,1,male_single,none,4,savings_insurance,45,none,rent,4,skilled,2,none,yes,1
no_checking,67,existing_paid,retraining,15831,500_to_1000,1_to_4yr,3,male_married,none,4,real_estate,31,none,free,2,skilled,1,none,yes,1
0_to_200,13,critical,domestic,2157,no_known_savings,1_to_4yr,3,male_single,guarantor,3,no_property,32,none,rent,1,skilled,2,yes,yes,0
no_checking,24,existing_paid,others,9466,less_100,less_1yr,4,male_single,none,3,real_estate,55,none,rent,4,skilled,2,none,yes,1
no_checking,49,existing_paid,car,8987,less_100,4_to_7yr,2,male_div,none,1,car,72,none,own,3,skilled,1,yes,yes,1
0_to_200,30,critical,retraining,14007,no_known_savings,less_1yr,2,male_single,none,4,real_estate,66,none,own,1,unskilled_resident,2,yes,yes,1
less_0,69,existing_paid,education,4424,less_100,4_to_7yr,3,male_single,co-applicant,3,no_property,48,none,own,1,skilled,2,yes,yes,1
0_to_200,44,critical,business,15958,less_100,over_7yr,4,male_single,none,1,real_estate,57,none,own,1,skilled,2,yes,yes,1
less_0,16,critical,repairs,9547,less_100,1_to_4yr,3,male_single,none,3,no_property,65,none,own,4,highly_qualified,1,none,yes,1
no_checking,12,existing_paid,car,2240,less_100,4_to_7yr,2,male_single,none,1,no_property,31,bank,own,2,skilled,2,none,yes,1
0_to_200,39,critical,car,5846,less_100,4_to_7yr,3,female_div,none,4,no_property,34,stores,own,2,skilled,1,none,yes,1
0_to_200,61,existing_paid,others,16624,less_100,1_to_4yr,2,male_single,guarantor,4,savings_insurance,62,none,own,3,skilled,1,none,yes,1
0_to_200,57,existing_paid,education,4025,over_1000,over_7yr,2,female_div,none,4,car,25,none,free,4,skilled,2,yes,no,1
no_checking,15,critical,repairs,15956,less_100,1_to_4yr,2,male_single,none,3,savings_insurance,66,none,own,1,skilled,2,yes,yes,1
less_0,17,no_credits,car,14895,less_100,1_to_4yr,1,male_single,co-applicant,3,real_estate,73,stores,own,3,skilled,1,none,yes,1
no_checking,37,critical,education,13918,less_100,4_to_7yr,1,male_single,none,1,savings_insurance,73,none,free,3,highly_qualified,2,none,yes,1
no_checking,56,delayed,education,16210,less_100,1_to_4yr,3,male_married,none,2,real_estate,45,none,rent,2,skilled,2,yes,yes,0
0_to_200,23,delayed,radio_tv,11607,less_100,1_to_4yr,2,male_single,none,2,no_property,63,bank,own,1,skilled,1,none,yes,0
no_checking,19,critical,business,4685,500_to_1000,1_to_4yr,1,female_div,co-applicant,4,real_estate,73,bank,own,1,highly_qualified,2,yes,yes,1
over_200,59,critical,car,16054,less_100,over_7yr,3,male_single,none,2,car,53,none,free,4,skilled,2,none,yes,1
less_0,61,existing_paid,car,17679,500_to_1000,over_7yr,3,male_single,none,4,car,33,none,own,4,skilled,1,none,yes,1
